MATRIX_NAME	KINASE	GENE_NAME	TYPE	SUBTYPE	FAMILY	UNIPROT_ID	UNIPROT_ENTRY_NAME	EMBL_ID	EMBL	ENSEMBL_GENE_ID	ENSEMBL_TRS_ID	ENSEMBL_PRO_ID	P_ENTREZGENEID	P_GI	PIR	REFSEQ_NT_ID	P_REFSEQ_AC	PDB_ID	BIOGRID_ID	DIP_ID	STRING_ID	CHEMBL_ID	DRUGBANK_ID	GUIDETOPHARMACOLOGY_ID	BIOMUTA_ID	DMDM_ID	CPTAC_ID	PROTEOMICSDB_ID	DNASU_ID	REACTOME_ID	CHITARS_ID	GENEWIKI_ID	GENOMERNAI_ID	HGNC_ID	KL_LIBRARY	DUAL_SPECIFICITY
DYRK2	DYRK2	DYRK2	ser_thr	STK	CMGC	Q92630	DYRK2_HUMAN	Y13493	CAA73885.1	ENSG00000127334	ENST00000543747;ENST00000344096;ENST00000393555;ENST00000537632;ENST00000319833;ENST00000542503	ENSP00000342105	8445	13626380	nan	NM_003583.3	NP_003574.1	3K2L	114023	nan	9606.ENSP00000342105	CHEMBL4376	nan	2011	DYRK2	148887370	nan	75387	8445	R-HSA-6804756	DYRK2	DYRK2	8445	HGNC:3093	ser_thr	FALSE
DYRK3	DYRK3	DYRK3	ser_thr	STK	CMGC	O43781	DYRK3_HUMAN	Y12735	CAA73266.2	ENSG00000143479	ENST00000367109;ENST00000367108;ENST00000649163;ENST00000489878;ENST00000441486;ENST00000367106	ENSP00000356073	8444	10441417	nan	NM_001004023.1	NP_001004023.1	5Y86	114022	nan	9606.ENSP00000356076	CHEMBL4575	nan	2012	DYRK3	nan	nan	49168	8444	nan	DYRK3	DYRK3	8444	HGNC:3094	ser_thr	FALSE
DYRK4	DYRK4	DYRK4	ser_thr	STK	CMGC	Q9NR20	DYRK4_HUMAN	AF263541	AAF91393.1	ENSG00000010219	ENST00000543431;ENST00000539701;ENST00000537719;ENST00000539309;ENST00000538520;ENST00000539490;ENST00000540757;ENST00000536157;ENST00000542905;ENST00000536645;ENST00000540644;ENST00000545571;ENST00000536137;ENST00000541024;ENST00000544671;ENST00000544050;ENST00000010132	ENSP00000010132	8798	28827774	nan	NM_003845.2	NP_003836.1	nan	114326	nan	9606.ENSP00000441755	CHEMBL1075115	nan	2013	DYRK4	68566308	nan	82254	8798	nan	DYRK4	nan	8798	HGNC:3095	ser_thr	FALSE
EEF2K	EEF2K	EEF2K	ser_thr	STK	Alpha	O00418	EF2K_HUMAN	U93850	AAB58270.1	ENSG00000284161;ENSG00000103319	ENST00000638831;ENST00000644765;ENST00000263026;ENST00000568269;ENST00000563555;ENST00000561791	ENSP00000263026	29904	2104699	nan	NM_013302.3	NP_037434.1	5J8H	118953	nan	9606.ENSP00000263026	CHEMBL5026	nan	2014	EEF2K	nan	nan	47876	29904	R-HSA-166208	EEF2K	EEF2K	nan	HGNC:24615	ser_thr	FALSE
ERK1	ERK1	MAPK3	ser_thr	STK	CMGC	P27361	MK03_HUMAN	X60188	CAA42744.1	ENSG00000102882	ENST00000263025;ENST00000466521;ENST00000484663;ENST00000322266;ENST00000490298;ENST00000485579;ENST00000461737;ENST00000494643;ENST00000473431;ENST00000395200;ENST00000395202;ENST00000478356;ENST00000395199;ENST00000483869;ENST00000481230	ENSP00000263025	5595	91718899	A48082	NM_001040056.2	NP_001035145.1	2ZOQ	111581	DIP-30985N	9606.ENSP00000263025	CHEMBL3385	DB04604	1494	MAPK3	232066	CPTAC-1050	54383	5595	R-HSA-110056	MAPK3	MAPK3	5595	HGNC:6877	ser_thr	FALSE
ERK2	ERK2	MAPK1	ser_thr	STK	CMGC	P28482	MK01_HUMAN	M84489	AAA58459.1	ENSG00000100030	ENST00000215832;ENST00000491588;ENST00000398822;ENST00000544786	ENSP00000215832	5594	478247456	JQ1400	NM_002745.4	NP_002736.3	1PME	111580	DIP-519N	9606.ENSP00000215832	CHEMBL4040	DB07905	1495	MAPK1	119554	CPTAC-1352	1826	5594	R-HSA-111995	MAPK1	MAPK1	5594	HGNC:6871	ser_thr	FALSE
ERK5	ERK5	MAPK7	ser_thr	STK	CMGC	Q13164	MK07_HUMAN	U29725	AAA82931.1	ENSG00000166484	ENST00000308406;ENST00000299612;ENST00000571657;ENST00000573417;ENST00000395602;ENST00000579284;ENST00000443215;ENST00000572968;ENST00000395604;ENST00000573466;ENST00000482850;ENST00000581260;ENST00000570306;ENST00000486905;ENST00000572853;ENST00000603493;ENST00000490660;ENST00000572716	ENSP00000299612	5598	1025734817	B56708	NM_002749.3	NP_002740.2	2Q8Y	111584	nan	9606.ENSP00000311005	CHEMBL5332	DB00945	2093	MAPK7	205371766	CPTAC-887	59203	5598	R-HSA-198753	MAPK7	MAPK7	5598	HGNC:6880	ser_thr	FALSE
ERK7	ERK7	MAPK15	ser_thr	STK	CMGC	Q8TD08	MK15_HUMAN	AY065978	AAL40897.1	ENSG00000274205;ENSG00000181085	ENST00000615253;ENST00000620781;ENST00000632214;ENST00000633421;ENST00000633775;ENST00000633194;ENST00000631456;ENST00000633403;ENST00000484654;ENST00000475376;ENST00000338033;ENST00000395107;ENST00000395108;ENST00000533830;ENST00000461928;ENST00000528175	ENSP00000337691	225689	95147356	nan	NM_139021.2	NP_620590.2	nan	128827	nan	9606.ENSP00000337691	CHEMBL5198	DB00945	2090	MAPK15	74760462	nan	74209	225689	nan	nan	MAPK15	225689	HGNC:24667	ser_thr	FALSE
FAM20C	FAM20C	FAM20C	ser_thr	STK	FAM20	Q8IXL6	FA20C_HUMAN	AF533706	AAQ09019.1	ENSG00000282147;ENSG00000281429;ENSG00000288499;ENSG00000177706	ENST00000633408;ENST00000632495;ENST00000634108;ENST00000630666;ENST00000672066;ENST00000673544;ENST00000672298;ENST00000672379;ENST00000673583;ENST00000313766;ENST00000477004;ENST00000471328;ENST00000515795;ENST00000512382	ENSP00000322323	56975	327478506	T51872	NM_020223.3	NP_064608.2	5YH3	121294	nan	9606.ENSP00000322323	nan	nan	nan	FAM20C	327478506	nan	71022	56975	R-HSA-381426	nan	FAM20C	56975	HGNC:22140	ser_thr	FALSE
GAK	GAK	GAK	ser_thr	STK	Other	O14976	GAK_HUMAN	D88435	BAA22623.1	ENSG00000178950	ENST00000502799;ENST00000504668;ENST00000511345;ENST00000515868;ENST00000509566;ENST00000314167;ENST00000511163;ENST00000511980;ENST00000510799;ENST00000504947;ENST00000504435;ENST00000505819;ENST00000507580;ENST00000502656;ENST00000507991;ENST00000512325;ENST00000510022;ENST00000511229;ENST00000511983;ENST00000507124;ENST00000513935;ENST00000628912;ENST00000618573	ENSP00000314499	2580	550545771	nan	NM_001318134.1	NP_001305063.1	4C57	108853	nan	9606.ENSP00000314499	CHEMBL4355	DB12010	2027	GAK	nan	nan	48350	2580	R-HSA-432722	GAK	GAK_(protein)	2580	HGNC:4113	ser_thr	FALSE
GCK	GCK	MAP4K2	ser_thr	STK	STE	Q12851	M4K2_HUMAN	AP001462	EAW74302.1	ENSG00000168067	ENST00000294066;ENST00000435926;ENST00000424945;ENST00000470088;ENST00000377350;ENST00000433890;ENST00000489952;ENST00000467689;ENST00000439069;ENST00000493428;ENST00000482314;ENST00000468062;ENST00000444560	ENSP00000294066	5871	45593475	A53714	NM_001307990.1	NP_001294919.1	nan	111809	nan	9606.ENSP00000294066	CHEMBL5330	DB12010	2086	MAP4K2	215274019	CPTAC-862	58984	5871	nan	nan	MAP4K2	5871	HGNC:6864	ser_thr	FALSE
GCN2	GCN2	EIF2AK4	ser_thr	STK	Other	Q9P2K8	E2AK4_HUMAN	AC012377	AAH09350.2	ENSG00000128829	ENST00000559624;ENST00000263791;ENST00000560648;ENST00000560855;ENST00000624709;ENST00000558629;ENST00000559311;ENST00000558557;ENST00000558743;ENST00000559032;ENST00000558823	ENSP00000263791	440275	10440018	T46924	NM_001013703.3	NP_001013725.2	6N3L	136426	nan	9606.ENSP00000263791	CHEMBL5358	DB12010	2018	EIF2AK4	296439368	nan	83838	440275	R-HSA-9633012	EIF2AK4	EIF2AK4	440275	HGNC:19687	ser_thr	FALSE
GRK1	GRK1	GRK1	ser_thr	STK	AGC	Q15835	GRK1_HUMAN	U63973	AAB05929.1	ENSG00000281988;ENSG00000288263;ENSG00000185974	ENST00000633083;ENST00000631997;ENST00000633694;ENST00000672946;ENST00000672546;ENST00000672964;ENST00000335678;ENST00000545304;ENST00000606140	ENSP00000334876	6011	4506529	nan	NM_002929.2	NP_002920.1	5AFP	111943	nan	9606.ENSP00000334876	CHEMBL5607	nan	1465	GRK1	2833269	nan	60785	6011	R-HSA-2514859	GRK1	nan	6011	HGNC:10013	ser_thr	FALSE
GRK2	GRK2	GRK2	ser_thr	STK	AGC	P25098	ARBK1_HUMAN	X61157	CAA43470.1	ENSG00000173020	ENST00000308595;ENST00000526285;ENST00000530291;ENST00000416281;ENST00000529738;ENST00000533077;ENST00000534651;ENST00000532099;ENST00000526572;ENST00000527176;ENST00000529815;ENST00000531390;ENST00000532611;ENST00000524899	ENSP00000312262	156	1026943742	A53791	NM_001619.3	NP_001610.2	1BAK	106665	DIP-42429N	9606.ENSP00000312262	CHEMBL4079	DB00171	1466	GRK2	126302521	nan	54254	156	R-HSA-111933	GRK2	Beta_adrenergic_receptor_kinase	156	HGNC:289	ser_thr	FALSE
GRK3	GRK3	GRK3	ser_thr	STK	AGC	P35626	ARBK2_HUMAN	X69117	CAA48870.1	ENSG00000100077	ENST00000324198;ENST00000455558;ENST00000619906	ENSP00000317578	157	312395	JC1469	NM_005160.3	NP_005151.2	nan	106666	nan	9606.ENSP00000317578	CHEMBL1075166	DB00171	1467	GRK3	116241253	nan	55118	157	R-HSA-418555	GRK3	Beta_adrenergic_receptor_kinase-2	157	HGNC:290	ser_thr	FALSE
GRK4	GRK4	GRK4	ser_thr	STK	AGC	P32298	GRK4_HUMAN	L03718	AAB04045.1	ENSG00000125388	ENST00000398052;ENST00000398051;ENST00000503518;ENST00000345167;ENST00000504933;ENST00000507230;ENST00000505271;ENST00000509545;ENST00000511827;ENST00000504308	ENSP00000264764	2868	1770426	I54326	NM_001004056.1	NP_001004056.1	4YHJ	109126	nan	9606.ENSP00000381129	CHEMBL5861	nan	1468	GRK4	143811400	nan	54861	2868	R-HSA-2514859	GRK4	GRK4	2868	HGNC:4543	ser_thr	FALSE
GRK5	GRK5	GRK5	ser_thr	STK	AGC	P34947	GRK5_HUMAN	L15388	AAA58620.1	ENSG00000198873	ENST00000392870;ENST00000369108	ENSP00000376609	2869	119569779	A48277	NM_005308.2	NP_005299.1	4TNB	109127	DIP-57457N	9606.ENSP00000376609	CHEMBL5678	nan	1469	GRK5	462203	nan	54958	2869	R-HSA-416476	GRK5	GRK5	2869	HGNC:4544	ser_thr	FALSE
GRK6	GRK6	GRK6	ser_thr	STK	AGC	P43250	GRK6_HUMAN	L16862	AAA60175.1	ENSG00000198055	ENST00000502598;ENST00000506296;ENST00000511244;ENST00000355472;ENST00000507633;ENST00000393576;ENST00000355958;ENST00000528793;ENST00000512684;ENST00000515666;ENST00000508705	ENSP00000347655	2870	99031797	A48765	NM_001004105.2	NP_001004105.1	2ACX	109128	nan	9606.ENSP00000433511	CHEMBL6144	nan	1470	GRK6	20141386	nan	55602	2870	R-HSA-418555	GRK6	GRK6	2870	HGNC:4545	ser_thr	FALSE
GRK7	GRK7	GRK7	ser_thr	STK	AGC	Q8WTQ7	GRK7_HUMAN	AF439409	AAL48216.1	ENSG00000114124	ENST00000264952	ENSP00000264952	131890	119599396	nan	NM_139209.2	NP_631948.1	nan	126297	nan	9606.ENSP00000264952	CHEMBL1075133	nan	1471	GRK7	21263659	nan	74583	131890	R-HSA-2514859	GRK7	nan	131890	HGNC:17031	ser_thr	FALSE
GSK3A	GSK3A	GSK3A	ser_thr	STK	CMGC	P49840	GSK3A_HUMAN	L40027	AAA62432.1	ENSG00000105723	ENST00000398249;ENST00000679257;ENST00000677025;ENST00000222330;ENST00000677702;ENST00000453535;ENST00000493059;ENST00000678008;ENST00000677575;ENST00000679279;ENST00000678692;ENST00000677897;ENST00000677464;ENST00000678040;ENST00000678524;ENST00000676724;ENST00000677469;ENST00000678751;ENST00000679108;ENST00000677751;ENST00000676517;ENST00000678354;ENST00000676676;ENST00000678324;ENST00000677735;ENST00000676603;ENST00000676790;ENST00000678427;ENST00000677424;ENST00000679338;ENST00000678936;ENST00000677371;ENST00000679145;ENST00000678672;ENST00000678258;ENST00000676845;ENST00000677449;ENST00000678491;ENST00000678276;ENST00000676537	ENSP00000222330	2931	682745	nan	NM_019884.2	NP_063937.2	2DFM	109186	nan	9606.ENSP00000222330	CHEMBL2850	DB12010	2029	GSK3A	12644292	nan	56150	2931	R-HSA-198323	GSK3A	GSK3A	2931	HGNC:4616	ser_thr	FALSE
GSK3B	GSK3B	GSK3B	ser_thr	STK	CMGC	P49841	GSK3B_HUMAN	L33801	AAA66475.1	ENSG00000082701	ENST00000678439;ENST00000316626;ENST00000264235;ENST00000676910;ENST00000679201;ENST00000678013;ENST00000676566;ENST00000677502;ENST00000650344;ENST00000678159;ENST00000679068;ENST00000474830;ENST00000679206;ENST00000677959;ENST00000678286;ENST00000679194;ENST00000677362;ENST00000677716;ENST00000678121;ENST00000473886;ENST00000678342;ENST00000678064;ENST00000676948;ENST00000676887;ENST00000678561;ENST00000678181;ENST00000676844;ENST00000677046;ENST00000678210;ENST00000677069;ENST00000677483;ENST00000678509;ENST00000677648;ENST00000678377;ENST00000677995;ENST00000679188;ENST00000679066;ENST00000678787;ENST00000677788;ENST00000676890;ENST00000678754;ENST00000679085;ENST00000678245;ENST00000678678;ENST00000676733;ENST00000677067;ENST00000677400;ENST00000677885;ENST00000677169;ENST00000677804;ENST00000676723;ENST00000679164;ENST00000677875;ENST00000678350;ENST00000676775;ENST00000677878;ENST00000678967;ENST00000677870;ENST00000678608;ENST00000677128;ENST00000676722;ENST00000677530;ENST00000676650;ENST00000679131;ENST00000677034;ENST00000676743;ENST00000677423;ENST00000677903;ENST00000677338	ENSP00000264235	2932	209447510	S53324	NM_001146156.1	NP_001139628.1	1GNG	109187	DIP-878N	9606.ENSP00000324806	CHEMBL262	DB08073	2030	GSK3B	20455502	CPTAC-804	56151	2932	R-HSA-195253	GSK3B	GSK3B	2932	HGNC:4617	ser_thr	FALSE
HASPIN	HASPIN	HASPIN	ser_thr	STK	Other	Q8TF76	HASP_HUMAN	AB039834	BAB21938.3	ENSG00000177602	ENST00000325418	ENSP00000325290	83903	44888002	nan	NM_031965.2	NP_114171.2	2VUW	123814	DIP-38174N	9606.ENSP00000325290	CHEMBL1075163	DB08004	2028	HASPIN	296439330	nan	74576	83903	nan	nan	GSG2	83903	HGNC:19682	ser_thr	FALSE
HGK	HGK	MAP4K4	ser_thr	STK	STE	O95819	M4K4_HUMAN	AF096300	AAD16137.1	ENSG00000071054	ENST00000427603;ENST00000425019;ENST00000634702;ENST00000413150;ENST00000347699;ENST00000456652;ENST00000417294;ENST00000496989;ENST00000489490;ENST00000476609;ENST00000421882;ENST00000418101;ENST00000477711;ENST00000498066;ENST00000491743;ENST00000350878;ENST00000302217;ENST00000350198;ENST00000324219;ENST00000627726;ENST00000625522	ENSP00000314363	9448	635576820	T46481	NM_001242559.1	NP_001229488.1	4OBO	114838	nan	9606.ENSP00000343658	CHEMBL6166	DB12010	2088	MAP4K4	nan	CPTAC-1049	18046	9448	R-HSA-2559580	MAP4K4	MAP4K4	9448	HGNC:6866	ser_thr	FALSE
HIPK1	HIPK1	HIPK1	ser_thr	STK	CMGC	Q86Z02	HIPK1_HUMAN	AB089957	BAC57075.1	ENSG00000163349	ENST00000426820;ENST00000369559;ENST00000369558;ENST00000369561;ENST00000369555;ENST00000514621;ENST00000503968;ENST00000340480;ENST00000369553;ENST00000361587;ENST00000626993	ENSP00000340956	204851	38201642	nan	NM_152696.3	NP_689909.2	nan	128490	nan	9606.ENSP00000358571	CHEMBL5427	nan	2033	HIPK1	34395641	nan	70492	204851	R-HSA-2032785	HIPK1	HIPK1	204851	HGNC:19006	ser_thr	FALSE
HIPK2	HIPK2	HIPK2	ser_thr	STK	CMGC	Q9H2X6	HIPK2_HUMAN	AF208291	AAG41236.1	ENSG00000064393	ENST00000406875;ENST00000428878;ENST00000342645	ENSP00000385571	28996	21431782	nan	NM_001113239.2	NP_001106710.1	6P5S	118815	DIP-31716N	9606.ENSP00000385571	CHEMBL4576	DB12010	2034	HIPK2	21431782	nan	80628	28996	R-HSA-2032785	HIPK2	HIPK2	28996	HGNC:14402	ser_thr	FALSE
HIPK3	HIPK3	HIPK3	ser_thr	STK	CMGC	Q9H422	HIPK3_HUMAN	AF004849	AAC64294.1	ENSG00000110422	ENST00000525975;ENST00000303296;ENST00000379016;ENST00000531504;ENST00000534262;ENST00000456517	ENSP00000304226	10114	114796624	nan	NM_001048200.2	NP_001041665.1	nan	115420	nan	9606.ENSP00000304226	CHEMBL4577	DB12010	2035	HIPK3	61213741	nan	80780	10114	nan	HIPK3	HIPK3	10114	HGNC:4915	ser_thr	FALSE
HIPK4	HIPK4	HIPK4	ser_thr	STK	CMGC	Q8NE63	HIPK4_HUMAN	AK057380	BAB71458.1	ENSG00000160396	ENST00000291823	ENSP00000291823	147746	158257888	nan	NM_144685.4	NP_653286.2	nan	127086	nan	9606.ENSP00000291823	CHEMBL1075167	nan	nan	HIPK4	74762559	nan	73127	147746	nan	HIPK4	nan	147746	HGNC:19007	ser_thr	FALSE
HPK1	HPK1	MAP4K1	ser_thr	STK	STE	Q92918	M4K1_HUMAN	U66464	AAB97983.1	ENSG00000282928;ENSG00000104814	ENST00000635246;ENST00000634395;ENST00000634494;ENST00000634814;ENST00000634456;ENST00000635583;ENST00000634475;ENST00000634660;ENST00000634236;ENST00000635240;ENST00000634864;ENST00000635447;ENST00000635132;ENST00000634999;ENST00000634472;ENST00000593196;ENST00000591517;ENST00000396857;ENST00000586296;ENST00000589130;ENST00000591210;ENST00000591921;ENST00000588938;ENST00000585583;ENST00000589002;ENST00000592888;ENST00000591707;ENST00000592225;ENST00000588083;ENST00000587300	ENSP00000380066	11184	29427916	nan	NM_001042600.2	NP_001036065.1	6CQD	116354	DIP-31019N	9606.ENSP00000465039	CHEMBL5749	DB12010	nan	MAP4K1	29427916	nan	75603	11184	nan	MAP4K1	MAP4K1	11184	HGNC:6863	ser_thr	FALSE
HRI	HRI	EIF2AK1	ser_thr	STK	Other	Q9BQI3	E2AK1_HUMAN	AF255050	AAF70289.1	ENSG00000086232	ENST00000199389;ENST00000422786;ENST00000490523;ENST00000495565;ENST00000474029;ENST00000470168;ENST00000431744;ENST00000463213;ENST00000446699;ENST00000461493	ENSP00000199389	27102	158261677	nan	NM_001134335.1	NP_001127807.1	nan	118002	nan	9606.ENSP00000199389	CHEMBL6029	DB12010	2015	EIF2AK1	32172458	nan	78682	27102	R-HSA-9648895	EIF2AK1	EIF2AK1	27102	HGNC:24921	ser_thr	FALSE
HUNK	HUNK	HUNK	ser_thr	STK	CAMK	P57058	HUNK_HUMAN	AJ271722	CAB71146.1	ENSG00000142149	ENST00000270112;ENST00000430354;ENST00000465574;ENST00000439107	ENSP00000270112	30811	7657214	nan	NM_014586.1	NP_055401.1	nan	119035	DIP-58064N	9606.ENSP00000270112	CHEMBL1795165	nan	nan	HUNK	9973393	nan	56977	30811	nan	HUNK	nan	30811	HGNC:13326	ser_thr	FALSE
ICK	ICK	CILK1	ser_thr	STK	CMGC	Q9UPZ9	CILK1_HUMAN	AF225919	AAF37278.1	ENSG00000112144	ENST00000676107;ENST00000350082;ENST00000356971	ENSP00000349458	22858	1034649149	nan	NM_014920.3	NP_055735.1	nan	116527	nan	9606.ENSP00000349458	CHEMBL1163126	DB12010	nan	ICK	48428273	nan	85480	22858	nan	ICK	ICK_(gene)	22858	HGNC:21219	ser_thr	FALSE
IKKA	IKKA	CHUK	ser_thr	STK	Other	O15111	IKKA_HUMAN	AF012890	AAC51662.1	ENSG00000213341	ENST00000370397;ENST00000590930;ENST00000588656;ENST00000585551	ENSP00000359424	1147	119570230	nan	NM_001278.4	NP_001269.3	3BRT	107569	DIP-27526N	9606.ENSP00000359424	CHEMBL3476	DB06151	1989	CHUK	nan	CPTAC-1220	48449	1147	R-HSA-1169091	CHUK	CHUK	1147	HGNC:1974	ser_thr	FALSE
IKKB	IKKB	IKBKB	ser_thr	STK	Other	O14920	IKKB_HUMAN	AF029684	AAC51860.1	ENSG00000104365	ENST00000629753;ENST00000520810;ENST00000517890;ENST00000519733;ENST00000519735;ENST00000523105;ENST00000520835;ENST00000517917;ENST00000518679;ENST00000342222;ENST00000518983;ENST00000520201;ENST00000517388;ENST00000518647;ENST00000521661;ENST00000520655;ENST00000517812;ENST00000523517;ENST00000522147;ENST00000416505;ENST00000648136;ENST00000649612;ENST00000676525;ENST00000522545;ENST00000517502;ENST00000522785;ENST00000523599;ENST00000649751;ENST00000519938;ENST00000522133;ENST00000523018;ENST00000521225;ENST00000522103	ENSP00000430684	3551	185177852	nan	NM_001190720.2	NP_001177649.1	3BRT	109767	DIP-27527N	9606.ENSP00000430684	CHEMBL1991	DB06151	2039	IKBKB	nan	nan	48297	3551	R-HSA-1169091	IKBKB	IKK2	3551	HGNC:5960	ser_thr	FALSE
IKKE	IKKE	IKBKE	ser_thr	STK	Other	Q14164	IKKE_HUMAN	D63485	BAA09772.2	ENSG00000263528	ENST00000605818;ENST00000578328;ENST00000584998;ENST00000581977;ENST00000579827;ENST00000605726	ENSP00000464030	9641	76780277	nan	NM_001193321.1	NP_001180250.1	nan	115000	DIP-27530N	9606.ENSP00000464030	CHEMBL3529	DB12010	2040	IKBKE	14548079	nan	59892	9641	R-HSA-4755510	IKBKE	IKBKE	9641	HGNC:14552	ser_thr	FALSE
IRAK1	IRAK1	IRAK1	ser_thr	STK	TKL	P51617	IRAK1_HUMAN	L76191	AAC41949.1	ENSG00000184216	ENST00000369974;ENST00000369980;ENST00000444230;ENST00000477274;ENST00000455690;ENST00000369973;ENST00000444254;ENST00000437278;ENST00000393687;ENST00000429936;ENST00000443220;ENST00000467236;ENST00000463031	ENSP00000358991	3654	119593168	G02512	NM_001025242.1	NP_001020413.1	6BFN	109863	DIP-397N	9606.ENSP00000358997	CHEMBL3357	DB12010	2042	IRAK1	8928535	nan	56349	3654	R-HSA-1257604	IRAK1	IRAK1	3654	HGNC:6112	ser_thr	FALSE
IRAK4	IRAK4	IRAK4	ser_thr	STK	TKL	Q9NWZ3	IRAK4_HUMAN	AF445802	AAM15772.1	ENSG00000198001	ENST00000440781;ENST00000550616;ENST00000550615;ENST00000547521;ENST00000613694;ENST00000551736;ENST00000550386;ENST00000547101;ENST00000546780;ENST00000552309;ENST00000550361;ENST00000547928;ENST00000431837;ENST00000448290	ENSP00000390327	51135	145580049	nan	NM_001114182.2	NP_001107654.1	2NRU	119322	DIP-31351N	9606.ENSP00000390651	CHEMBL3778	DB08590	2045	IRAK4	50401181	nan	83000	51135	R-HSA-1257604	IRAK4	nan	51135	HGNC:17967	ser_thr	FALSE
IRE1	IRE1	ERN1	ser_thr	STK	Other	O75460	ERN1_HUMAN	AF059198	AAC25991.1	ENSG00000178607	ENST00000680433;ENST00000433197;ENST00000680625;ENST00000583077;ENST00000583896;ENST00000579249;ENST00000577567;ENST00000584041;ENST00000680493;ENST00000606895	ENSP00000401445	2081	823631330	nan	NM_001433.3	NP_001424.3	2HZ6	108391	DIP-31711N	9606.ENSP00000401445	CHEMBL1163101	DB12010	2020	ERN1	nan	nan	50021	2081	R-HSA-381070	ERN1	ERN1	2081	HGNC:3449	ser_thr	FALSE
IRE2	IRE2	ERN2	ser_thr	STK	Other	Q76MJ5	ERN2_HUMAN	AB047079	BAB21297.1	ENSG00000134398	ENST00000457008;ENST00000256797;ENST00000562458;ENST00000562562;ENST00000566565;ENST00000561478;ENST00000569903	ENSP00000256797	10595	21524393	nan	NM_001308220.1	NP_001295149.2	nan	115843	nan	9606.ENSP00000256797	CHEMBL4105932	nan	nan	ERN2	327478597	nan	68688	10595	nan	ERN2	nan	10595	HGNC:16942	ser_thr	FALSE
JNK1	JNK1	MAPK8	ser_thr	STK	CMGC	P45983	MK08_HUMAN	L26318	AAA36131.1	ENSG00000107643	ENST00000432379;ENST00000429041;ENST00000374189;ENST00000374179;ENST00000426557;ENST00000476134;ENST00000374182;ENST00000374176;ENST00000374174;ENST00000469879;ENST00000471272;ENST00000469110;ENST00000482840;ENST00000459755;ENST00000395611;ENST00000360332	ENSP00000353483	5599	119613542	S71097	NM_001278547.1	NP_001265476.1	1UKH	111585	DIP-249N	9606.ENSP00000378974	CHEMBL2276	DB07268	1496	MAPK8	2507195	CPTAC-889	55694	5599	R-HSA-111446	MAPK8	MAPK8	5599	HGNC:6881	ser_thr	FALSE
JNK2	JNK2	MAPK9	ser_thr	STK	CMGC	P45984	MK09_HUMAN	L31951	AAA56831.1	ENSG00000050748	ENST00000452135;ENST00000393360;ENST00000455781;ENST00000343111;ENST00000347470;ENST00000520212;ENST00000393362;ENST00000524170;ENST00000425491;ENST00000523135;ENST00000523583;ENST00000539014;ENST00000397072	ENSP00000345524	5601	119574144	A55480	NM_001135044.1	NP_001128516.1	3E7O	111587	DIP-270N	9606.ENSP00000394560	CHEMBL4179	DB12010	1497	MAPK9	85700366	CPTAC-893	55698	5601	R-HSA-2559580	MAPK9	Mitogen-activated_protein_kinase_9	5601	HGNC:6886	ser_thr	FALSE
